timeframe,atr_period,atr_mult,bias_tf,zlsma_len,direction,min_atr,n_trades,trades_per_year,sharpe_px,max_dd_px,profit_factor_px,win_rate,expectancy_px,sharpe_acct,max_dd_acct,profit_factor_acct,total_return_acct,cagr_acct,equity_final
M5,5,5.0,H1,32,long,1.0,1658,76.84107346783404,-0.46903495463998285,0.577635138778018,0.8528110818207131,0.3498190591073583,-0.0003292767965954868,-0.4906109288123667,0.7734451215031568,0.8436309293113234,-0.6370306697987271,-0.04588243839345907,3629.693302012687
M5,5,5.0,H1,32,short,0.0,3515,162.69848561652515,-0.1668175908987456,0.5224887780674488,0.9547163235244838,0.30725462304409673,-8.305706478962794e-05,-0.20789950933685722,0.8877077500428474,0.8893555088513025,-0.7918646148540126,-0.07007410884213805,2081.3538514598667
M5,5,5.0,H1,32,short,1.0,1517,70.84570387418489,-0.17021995574015922,0.4715755114306035,0.93249937439188,0.3309162821357943,-0.00016366811475679983,-0.21644505152706348,0.8579664175278408,0.840201438546168,-0.7765930599629831,-0.06760048265685548,2234.0694003701738
M5,5,5.0,H1,50,both,0.0,7576,350.4475683890578,-0.20047295593113118,0.7101068626895821,0.9664848970578569,0.3236536430834213,-5.919760283553738e-05,-0.15468410070078056,0.9363451783862731,0.9695571249675097,-0.7876367528868709,-0.0691658525769161,2123.632471131382
M5,5,5.0,H1,50,both,1.0,3335,154.503900304414,-0.29693128072226754,0.6547870580668959,0.9297071592275511,0.3484257871064468,-0.00016035516172145713,-0.23497739782541024,0.8050083509944862,0.9421978090468224,-0.5897721957929131,-0.04043980478605169,4102.278042070775
M5,5,5.0,H1,50,long,0.0,4120,190.60544648511717,-0.17939159267710547,0.5429763081410431,0.9601346016606008,0.3339805825242718,-6.726943214598757e-05,-0.31298909151527265,0.8692047470502849,0.9258451224643562,-0.6982934704315443,-0.05392887169516836,3017.0652956845856
M5,5,5.0,H1,50,long,1.0,1766,81.83601877696016,-0.33310044702231995,0.5141773944108197,0.8942258336049695,0.35447338618346547,-0.00023028253221534734,-0.35887573187529975,0.7477213552057853,0.8831546399255275,-0.5575919118825725,-0.03708594690694378,4424.080881174218
M5,5,5.0,H1,50,short,0.0,3952,182.9026862645717,-0.14985004768430582,0.5063148059058434,0.9648697927140042,0.31224696356275305,-6.388326987526964e-05,-0.0885656933799457,0.572640498933614,0.9781168789468169,-0.27454413412958867,-0.014744355987196478,7254.558658704054
M5,5,5.0,H1,50,short,1.0,1724,80.28700752263164,-0.11955206330533412,0.410390270811792,0.9601171309878946,0.3433874709976798,-9.485057615765438e-05,-0.035575026605065986,0.42050508024418876,0.9879834519943529,-0.13162300321788367,-0.00655086862364207,8683.769967821165
M5,5,5.0,H1,80,both,0.0,8398,388.7667300380228,-0.5797010503507601,0.8275441057731762,0.9133584775801823,0.3170993093593713,-0.0001538588288492931,-0.27141789317214865,1.0007855396093406,0.7961729436588104,-0.9999999631310755,-0.5472170334033479,110.87124868272127
M5,5,5.0,H1,80,both,1.0,3694,171.17907891398121,-0.6260234767504448,0.7704971785891336,0.8702873075973705,0.3351380617217109,-0.00029861136642638544,-0.5221643239049405,0.9276094073220172,0.8825624154179198,-0.8703245216936896,-0.0903170712185879,1296.7547830630701
M5,5,5.0,H1,80,long,0.0,4612,213.52934465711752,-0.3784814351208719,0.6097399209048293,0.9248498555164447,0.3256721595836947,-0.00012898531500442394,-0.29380961663402283,0.8907485283226216,0.9310847770583399,-0.7773711172632747,-0.06718846330824513,2226.288827367327
M5,5,5.0,H1,80,long,1.0,1964,91.01129155036793,-0.3623051880522902,0.5380708623406523,0.8973287218857235,0.34877800407331977,-0.00022648357636017335,-0.3763646274317434,0.7374536689243864,0.8901198259093934,-0.5813521593424005,-0.03954600758250615,4186.478406575976
M5,5,5.0,H1,80,short,0.0,4124,190.95981237322516,-0.3844830422654964,0.6471772044860766,0.915964398131676,0.30746847720659554,-0.00015350799375263088,-0.5808066210480736,0.8320084882330943,0.8735093901508334,-0.7850190172294507,-0.06870534794930028,2149.8098277054955
M5,5,5.0,H1,80,short,1.0,1819,84.7435905612245,-0.5655144394232559,0.590360314393857,0.8346480008524868,0.3183067619571193,-0.00039828609460498045,-0.6408937862071151,0.7461099325118621,0.8162100091129341,-0.7184262435428062,-0.05733453969943114,2815.737564571931
M5,5,5.0,H1,120,both,0.0,9015,417.59400760938496,-0.5783432584887075,0.867639523228956,0.9148166571886092,0.3194675540765391,-0.0001532112456333333,-0.1496749221116592,1.0001418342909494,0.9065123783923265,-0.9998575634456712,-0.33652043570481616,321.97868081789875
M5,5,5.0,H1,120,both,1.0,3980,184.45565283593453,-0.6524290977235052,0.8217865368512081,0.8657795005953377,0.33869346733668343,-0.00031284596669369326,-0.3570386173297393,0.9622908280410803,0.9167138526785504,-0.8392315683049989,-0.08122141136526595,1607.684316949937
M5,5,5.0,H1,120,long,0.0,4844,224.38440076093852,-0.35135708654192466,0.6700932080373329,0.9309308132842132,0.32514450867052025,-0.00011881099143695167,-0.11350574525901379,0.9528257985708696,0.970812040782428,-0.6918670130397109,-0.053071334315729746,3081.3298696030074
M5,5,5.0,H1,120,long,1.0,2060,95.47202131709174,-0.4945525195290469,0.6363240267165403,0.8626263564391775,0.34757281553398056,-0.00030457989928391,-0.45135531062465756,0.8502360892667121,0.871805146158487,-0.6668879742153184,-0.04967065101457968,3331.1202578467805
M5,5,5.0,H1,120,short,0.0,4389,203.3852131438721,-0.4654143055772598,0.6603629146282346,0.9000111038670997,0.3144224196855776,-0.0001872559029921938,-0.5415850860300233,0.8607631787471904,0.8793820563750516,-0.8266461630371985,-0.07799694937778467,1733.5383696280112
M5,5,5.0,H1,120,short,1.0,1970,92.03664620107445,-0.46430813973623714,0.585592148705707,0.8627488528715966,0.32893401015228424,-0.00033695321935473774,-0.5475433512551763,0.7563392816699587,0.8416308991108666,-0.6967641272806554,-0.05422190778271918,3032.3587271934352
M5,5,5.0,H4,20,both,0.0,8101,449.2014953696675,-1.0306931071977767,0.896439822330562,0.8606861945919154,0.3148993951364029,-0.0002555527869891666,0.02679569006678948,1.0040037953674428,1.1061217885259047,-1.0000000002075504,,-912.5408713650194
M5,5,5.0,H4,20,both,1.0,4415,204.5640936191805,-0.8293566288048285,0.8429417680931746,0.8449224308024182,0.3404303510758777,-0.00035893185585791925,-0.278112334429337,0.9767637270158783,0.9324383962608035,-0.9156634366494774,-0.10826020846665874,843.3656335051741
M5,5,5.0,H4,20,long,0.0,5599,259.19325095057036,-0.3964394212707866,0.6967584360202301,0.9278910940485356,0.33434541882479013,-0.00012431551530310927,-0.01934063598236059,0.9788776333802717,0.9948360388524832,-0.8052856729146822,-0.07294765506232903,1947.1432708531722
M5,5,5.0,H4,20,long,1.0,2467,114.30568945832805,-0.3417052310583488,0.6043193759809087,0.9118527631076164,0.36035670855289825,-0.0001944669299500322,-0.22560430685851507,0.7951343541786522,0.9378193062606646,-0.5088156569590152,-0.032403788069564676,4911.843430409798
M5,5,5.0,H4,20,short,0.0,5101,236.10952350779368,-0.7632228498674376,0.7926768401188531,0.8528042569014426,0.3032738678690453,-0.0002729331211284217,-0.08514113233770179,0.9803279899784318,0.9530053202577694,-0.931547311249721,-0.11672929545524169,684.5268875027904
M5,5,5.0,H4,20,short,1.0,2316,107.85655998979982,-0.6440570483634789,0.6760962915609765,0.8270363286369449,0.32081174438687393,-0.0004153740689821143,-0.5731713941317684,0.8593196296485672,0.8225944712634862,-0.8032109124166813,-0.07291086156796034,1967.8908758331945
M5,5,5.0,H4,32,both,0.0,8331,464.4936269271867,-1.0415677096842932,0.8980795425268937,0.8600848779945661,0.3114872164205978,-0.0002591642849043017,-0.5876659114927012,1.0005398503757803,0.6208260079059802,-1.0001060860629911,,-862.8601831994498
M5,5,5.0,H4,32,both,1.0,4531,209.99210125618578,-0.8149683773961918,0.8695643579566712,0.8389974903579356,0.33833590818803794,-0.00037807576456922457,-0.16182310926578125,1.0016138967669033,0.6117277962870097,-1.0000178870345109,,269.6682886610435
M5,5,5.0,H4,32,long,0.0,5613,260.00611921369693,-0.4401897421524375,0.7332684800848808,0.92013832490889,0.326741492962765,-0.00013731640745006827,0.21531631934800025,0.9999231238700911,2.1712277180846398,-0.7796364631463093,-0.06766318606400157,2203.6353685369345
M5,5,5.0,H4,32,long,1.0,2446,113.36143890369243,-0.4856202343568093,0.676121229182545,0.8749681233405794,0.35118560915780866,-0.00027370583254428,-0.39453787608461727,0.8636480111552406,0.8954536517592846,-0.6728882071633835,-0.05047088869900129,3271.1179283661327
M5,5,5.0,H4,32,short,0.0,5145,238.32736207989856,-0.7052104970032156,0.8007255060330136,0.8557714739322284,0.308843537414966,-0.0002745826954886729,0.1496067762912567,0.9967660720883713,1.415770787442762,-0.9486715010532287,-0.1285127033627682,513.2849894677139
M5,5,5.0,H4,32,short,1.0,2355,109.67279739895447,-0.531906371637837,0.7074813516525729,0.8442313772198902,0.32823779193205943,-0.0003845888984786149,-0.1859635416778401,0.9636553576498936,0.871074646782344,-0.9097343469407504,-0.10595683829852065,902.6565305924807
M5,5,5.0,H4,50,both,0.0,8610,479.2445138677233,-0.9727424065845659,0.8894084561255339,0.8690061490531941,0.30940766550522647,-0.00024032571115207988,-0.6263545761070272,1.0002980976428686,0.6660096559706675,-1.0000000067149086,,-1079.6100573071658
M5,5,5.0,H4,50,both,1.0,4629,216.26275901765158,-0.6369352486301512,0.8112778625674215,0.873005575852123,0.33916612659321665,-0.000294804557355978,-0.1611067126775731,0.9804558291066221,0.9527469706368119,-0.9343591803104457,-0.11947960022944903,656.4081968955172
M5,5,5.0,H4,50,long,0.0,5708,264.74247619047617,-0.3737121466808545,0.7081407947343537,0.9304833848929025,0.32603363700070076,-0.00011888395327240415,-0.13278465981584486,1.47658155477494,0.5291215001869318,-0.997666266864606,-0.24503345391313813,1835.6888911678277
M5,5,5.0,H4,50,long,1.0,2483,122.92162510165356,-0.1734001230667379,0.5458041421498148,0.9537902743691395,0.3576318968989126,-9.965209801583208e-05,-0.11578807624915609,0.7401354551522512,0.9676927178762272,-0.3616936080179153,-0.021979598047039306,6383.063919820812
M5,5,5.0,H4,50,short,0.0,5138,239.36919642857143,-0.7522521082198107,0.7968376611146699,0.8493379537351994,0.3018684312962242,-0.0002871318155959851,-0.40084307287292636,1.161424473227995,0.2793753282230295,-0.8901793687319944,-0.09779054646635821,-293.71129002256504
M5,5,5.0,H4,50,short,1.0,2363,110.3831372298248,-0.5541450440987309,0.6932414743054203,0.8404323157981788,0.32458738891239947,-0.0003946534095090174,-0.20845096814164582,0.964201985585707,0.8593815834083821,-0.9091409386829088,-0.10599053741132514,908.5906131708948
M5,5,5.0,H4,80,both,0.0,8326,488.9968644476604,-0.7944258927507414,0.8769307485546306,0.8925811732370735,0.3116742733605573,-0.00019685937340212519,-0.18950080936789598,1.004234651927447,0.44857345638985385,-1.0000000000194667,,-1217.7906223599011
M5,5,5.0,H4,80,both,1.0,4654,216.65479225082845,-0.78956256614537,0.8677770313055536,0.8460217655777044,0.33562526858616243,-0.00036241533208713583,0.07809420649003403,1.009131038108855,1.0954616663883057,-0.9993569739936294,-0.28974314950204116,315.8375582325141
M5,5,5.0,H4,80,long,0.0,5745,267.17102750190986,-0.4336177458707192,0.7469067492840471,0.9212465288401591,0.3267188859878155,-0.0001352285506934682,-0.07143587751111055,1.0000397130927063,0.9300941303027215,-1.0000193475634551,,2673.6082110183256
M5,5,5.0,H4,80,long,1.0,2496,116.19474891664544,-0.5530726325358899,0.7062931274632596,0.8590892412598522,0.3457532051282051,-0.00031415915815755617,-0.4007606955952126,0.8884112517241787,0.8897795528513265,-0.7120840508941411,-0.0563139598040282,2879.159491058532
M5,5,5.0,H4,80,short,0.0,5126,238.81014030612243,-0.5839833353576482,0.8016659629897944,0.8810778449758907,0.3070620366757706,-0.00022392781570040372,-0.695239545578367,0.9895776820569185,0.8111168494554266,-0.9845915142102099,-0.17667492454584632,154.08485789790132
M5,5,5.0,H4,80,short,1.0,2335,109.35488524169766,-0.5879977161879592,0.6731913132187015,0.8342504891445092,0.3271948608137045,-0.0004101057164728909,-0.5280370302827729,0.9568836418953841,0.7691835916301717,-0.9512470231809326,-0.13192899021841342,487.52976819067294
M5,5,5.0,H4,120,both,0.0,8236,498.04619205298013,-0.9175650602713344,0.8872463179894068,0.8769593906305984,0.3080378824672171,-0.00022840304962979026,-0.20326412051401146,1.094743703968152,0.8092262478700829,-1.0002086168723288,,-1191.4001820852595
M5,5,5.0,H4,120,both,1.0,4684,218.24607730577878,-0.6906606702951991,0.8234111080523798,0.8692540679259753,0.33561058923996584,-0.00030530670861299866,-0.31480449934615706,0.9572308495719527,0.9321966390597064,-0.8852108748500922,-0.09594040618213906,1147.8912514989859
M5,5,5.0,H4,120,long,0.0,5811,270.653882938026,-0.3861853796462033,0.7262880104643239,0.9293175594797065,0.3285148855618654,-0.00012098703709650905,0.2207840815428733,0.9965381002025104,1.1017317376404645,-0.7337470911996952,-0.059773610828114054,2662.529088003062
M5,5,5.0,H4,120,long,1.0,2545,118.58161117489475,-0.4216688667446536,0.6319040239762936,0.8906301445454863,0.35088408644400787,-0.00023996262521078349,-0.31392786538104267,0.838920492856988,0.9150399226233101,-0.6281323354501018,-0.04504545964463502,3718.6766454989292
M5,5,5.0,H4,120,short,0.0,5110,239.0404072745902,-0.660570491503609,0.743243651238896,0.8723801044909595,0.29608610567514676,-0.00024021719675726395,-0.6862524573932892,0.9391616259174492,0.8608322183132484,-0.9308424201489758,-0.11747111314721215,691.5757985102434
M5,5,5.0,H4,120,short,1.0,2281,106.78483081261214,-0.559925168437247,0.612455428982605,0.8502241242670807,0.3187198597106532,-0.00036963399601523087,-0.574911766776179,0.7674567645704155,0.8477248024591221,-0.7436042073043185,-0.061729177472324315,2563.9579269567967
M5,5,5.0,D1,20,both,0.0,8400,505.36979080876296,-0.9905600791260549,0.894750973151289,0.8705185373454584,0.30916666666666665,-0.00023810683792332808,-0.3513616791167326,1.0007279123439885,0.3797737277645924,-0.9999992430618454,-0.5717025584273986,-1309.983058126349
M5,5,5.0,D1,20,both,1.0,4813,224.25669728281667,-0.7988032855060767,0.8542124028247389,0.8541095707518233,0.3392894244753792,-0.0003332403604820737,-0.09786904111235949,1.00512927705702,0.9541087681509133,-1.004857552008442,,699.8390901890514
M5,5,5.0,D1,20,long,0.0,5992,279.0841622035195,-0.34822056843804844,0.7277091218183276,0.9382857766814902,0.3347797062750334,-0.0001031563008822883,-0.3917924173518255,1.0011915493927086,0.6545058168722716,-0.9999479050740306,-0.3683086744384144,2341.7043885875546
M5,5,5.0,D1,20,long,1.0,2642,123.10122464600076,-0.3171515414503639,0.5519443701735682,0.9204454830702526,0.36866010598031795,-0.00016770689006079476,-0.12051479694604196,0.7555068783960923,0.9660111848088607,-0.39073296753339637,-0.022822768936939686,6092.670324665942
M5,5,5.0,D1,20,short,0.0,5169,241.95530565167243,-0.8632627985742893,0.8072837470203176,0.8360695615516311,0.2915457535306636,-0.0003038093314910903,-0.705154682901845,0.963809905499466,0.847249709724635,-0.9629841978259733,-0.14298632887876794,370.15802174026334
M5,5,5.0,D1,20,short,1.0,2277,106.6796113391483,-0.7820816584300936,0.7062432671898196,0.7967682200577956,0.308300395256917,-0.0004998320639058152,-0.7763663697761559,0.8295453547878255,0.8001495290048304,-0.8258276500268323,-0.07861920522967758,1741.7234997316525
M5,5,5.0,D1,32,both,0.0,8254,512.5422475348521,-0.9819658663756863,0.9058776059810784,0.8710674593498858,0.30700266537436394,-0.0002365468769947291,0.2781042028794405,1.0048220609145724,1.2514497910113145,-0.9999736816204067,-0.4804643210225008,-1254.6824541682581
M5,5,5.0,D1,32,both,1.0,4775,225.623382923674,-1.0916304400796424,0.8982628439484135,0.8049187075362629,0.33465968586387435,-0.0004473306970636079,-0.412792968311498,1.000076602927456,0.8290337951138402,-0.9999816094484681,-0.40262436164589466,-556.1831819111391
M5,5,5.0,D1,32,long,0.0,6154,288.2467940497563,-0.48885826545711997,0.7706933123449732,0.9138203374215662,0.32450438739031523,-0.00014723928113264466,-0.24438754249930814,3.7649022816784994,0.06647138175299724,-3.8635038890814446,,310.75216902398074
M5,5,5.0,D1,32,long,1.0,2749,128.94211506356748,-0.5114231640017051,0.6284556899541385,0.8728946955327289,0.35358312113495816,-0.00027485434754741397,-0.5036940191382092,0.8740179984336971,0.8694283895946541,-0.79821755689792,-0.07232578275614654,2017.82443102081
M5,5,5.0,D1,32,short,0.0,4978,233.43362434202078,-0.915740482581999,0.8220068164397187,0.8258097405179028,0.2926878264363198,-0.00032063110885710414,-0.3852785606397506,1.000950979446067,0.5770927774297271,-1.001009940525584,,-43.54046014762827
M5,5,5.0,D1,32,short,1.0,2165,108.69639175257733,-1.0630010853888392,0.7621566128998994,0.7395714652845904,0.3117782909930716,-0.0006336963136911312,-1.2423737946636468,0.91692128881877,0.7088998924101411,-0.9157055255379853,-0.11678086267491228,842.944744620156
M5,5,5.0,D1,50,both,0.0,8097,518.3925065731814,-1.002950125105414,0.8953022830893012,0.8692232618439655,0.3097443497591701,-0.00023760322873872175,-0.5346699438723455,1.0006213337534948,0.6063685452216733,-0.9998811839296026,-0.439336130684181,-1104.610546494241
M5,5,5.0,D1,50,both,1.0,4326,217.52085627753306,-1.1900321285818378,0.8987050073134938,0.7865326663146615,0.3300970873786408,-0.0005009622524608287,-0.4866099454475565,1.000924444424739,0.5633654245867262,-1.000000068427931,,-533.1705069747034
M5,5,5.0,D1,50,long,0.0,6131,288.6873469124662,-0.2901538063371294,0.7354772996474248,0.9479895512492,0.33175664655031806,-8.770194779246567e-05,-0.2617870168950712,1.0003676573254525,0.09049266733621936,-1.000000000362639,,1436.414317223569
M5,5,5.0,D1,50,long,1.0,2726,128.73952676493406,-0.39306632989577606,0.6048743577233837,0.9018534506575879,0.36096845194424065,-0.00020934671824525907,-0.3505731124581631,0.83674185972855,0.907633390433983,-0.6804843522942275,-0.05245710012212368,3195.156477057686
M5,5,5.0,D1,50,short,0.0,4894,233.48138714733543,-1.1374131457677454,0.8647529392682141,0.7889512805638953,0.2897425418880262,-0.0003915865502123073,-0.3825090199219854,1.0009298107519475,0.4725603083594777,-1.0000286654827206,,-244.2371581258756
M5,5,5.0,D1,50,short,1.0,2199,110.50973445239407,-1.1493782476904453,0.7927117338170281,0.7222346675150506,0.30559345156889495,-0.0006814706124905468,-1.2505842317432425,0.9294257801504611,0.7003492468104983,-0.9264876274541892,-0.12293967643946035,735.1237254581094
M5,5,5.0,D1,80,both,0.0,8670,519.3894538297523,-1.1901205997569284,0.9224801960498638,0.8495185452021334,0.31314878892733566,-0.00027159715469216337,-0.09129570410548796,1.0005445059377378,0.8845172025541747,-1.0000000000000087,,-1057.110026765956
M5,5,5.0,D1,80,both,1.0,4881,242.68789136945276,-1.117318472017642,0.894811151530386,0.8094473585305731,0.34255275558287235,-0.00043306087610012304,0.1324242607348669,1.0041411213540283,1.5062868398120324,-0.9999999999862288,-0.7116104493495963,-561.4768117478618
M5,5,5.0,D1,80,long,0.0,6024,287.5788785779637,-0.3358775086087114,0.6669426331265229,0.9411358057260383,0.3351593625498008,-9.986639116104298e-05,-0.0829827672107424,0.9336862020316838,0.9819475213105417,-0.7032812899966662,-0.05635129157187424,2967.18710003344
M5,5,5.0,D1,80,long,1.0,2751,136.63349877617622,-0.4022304573256338,0.5692002510409339,0.905152921537237,0.3642311886586696,-0.00020288182506077146,-0.2469044530679824,0.7553154462188899,0.9360466533447576,-0.5586062852164333,-0.039804571126539234,4413.937147835631
M5,5,5.0,D1,80,short,0.0,4923,234.74226501305483,-1.2328375024875866,0.8810780322778231,0.7731200309407817,0.2979890310786106,-0.000417235371464754,-0.5281171438534576,1.0003767079858754,0.7493006586594735,-0.9999510397767496,-0.3770118241893742,-343.8613229488999
M5,5,5.0,D1,80,short,1.0,2198,110.18659072193248,-1.1675243082123532,0.7950493131000941,0.7141453155929951,0.31574158325750684,-0.0006937693312298276,-1.095550001172092,0.9386884059768821,0.6853267187696839,-0.9381035453314776,-0.13018731375507864,618.9645466852226
M5,5,5.0,D1,120,both,0.0,6799,532.7901201458915,-1.133230690244319,0.8798173976200783,0.8571053960187974,0.3048977790851596,-0.0002692415354659686,-0.5881000990679367,1.0001159656435548,0.5884852338881631,-0.9994134859926231,-0.44184790415540365,-956.9064679302304
M5,5,5.0,D1,120,both,1.0,4886,242.67221920043514,-0.7826368997107989,0.8582291676098195,0.8620810220339971,0.3428162095783872,-0.0003092764712562493,0.20755780654799683,0.998507528788255,1.1291358172657917,-0.8795497172723652,-0.09978421906969726,1204.502827276338
M5,5,5.0,D1,120,long,0.0,5933,286.9096054547862,-0.3320369950978513,0.7535338135102191,0.9416757519111464,0.33271532108545426,-0.00010145716680649592,0.20322498931636135,0.9990862187599276,1.4837126403449996,-0.8313569907936461,-0.08247579991408427,1686.4300920635828
M5,5,5.0,D1,120,long,1.0,2754,136.7824993200979,-0.29360511357071817,0.5779577058822623,0.9297036289955458,0.3674655047204067,-0.00015276698470669084,-0.11442595728372154,0.7513454804568275,0.9696022389442551,-0.38218717303750727,-0.023634281215042963,6178.128269624897
M5,5,5.0,D1,120,short,0.0,4885,241.40796238668653,-1.1049829661289976,0.8456358396142748,0.7955826442136491,0.2878198567041965,-0.00036531988003485577,0.07104102411909054,0.9985532475249562,1.0497170843122767,-0.9914693255715464,-0.20977111769009782,85.30674428453716
M5,5,5.0,D1,120,short,1.0,2172,111.20311185870479,-0.8626666841431513,0.7032367457091828,0.7811581620194361,0.31123388581952116,-0.0005078495197376284,-0.8882044793109928,0.8541158953366872,0.77545737961167,-0.8354269686248401,-0.08824374761731757,1645.7303137515992
M5,5,4.0,none,0,both,0.0,8479,848.016087075575,-1.3403275709533677,0.8645881074242587,0.864710477032513,0.31088571765538386,-0.0002211972528850199,-0.3820155188654049,1.0004836341826437,0.08559269878342496,-0.9999999997289893,-0.8895495076709431,-897.5294989027444
M5,5,4.0,none,0,both,1.0,6371,352.8442380591357,-0.9957161689487819,0.8765524008736253,0.852672050627958,0.3401349866582954,-0.00029836666446812624,-0.681522301868957,1.0003840187048854,0.742421326205517,-1.000426122310588,,-545.2332342639816
M5,5,4.0,none,0,long,0.0,8806,767.4520400858984,-1.125091985961807,0.852826511933086,0.8781186107701986,0.31512605042016806,-0.00018886032671857822,0.27213269262412876,1.0002137035249008,5.9619032940903605,-1.0002370785256915,,-1708.5291906645648
M5,5,4.0,none,0,long,1.0,6654,308.2665525114155,-0.611779557140082,0.8154173053061908,0.8995506917949722,0.35497445145776974,-0.00018676046800536459,0.18932043774426505,1.0002556844540715,2.8552404071284316,-0.999999999989906,-0.6905572842663941,241.34925106469143
M5,5,4.0,none,0,short,0.0,5676,790.0758384146342,-2.085720992301189,0.8804858560305259,0.7864612404207924,0.29140239605355883,-0.00036086541030068924,-0.09499047345081907,1.000355912684553,0.9253570948506538,-1.0003572063152952,,-217.30973831702428
M5,5,4.0,none,0,short,1.0,4398,254.73667935299713,-1.2354831081184774,0.871770889002136,0.7930208446647422,0.318781264211005,-0.000443600990371399,0.09824369624780208,1.0011057715939014,1.0948823389962588,-0.9999547678858441,-0.4397794710084221,-115.02802040098675
M5,5,4.0,H1,20,both,0.0,5733,474.1798573369565,-1.665489109490125,0.8801119027912725,0.7892389211454031,0.2865864294435723,-0.00035097315706288004,-0.004241114112144981,1.000140469936502,0.9930738655936825,-1.0000004998390355,,-502.48210573699674
