timeframe,atr_period,atr_mult,bias_tf,zlsma_len,direction,min_atr,n_trades,trades_per_year,sharpe_px,max_dd_px,profit_factor_px,win_rate,expectancy_px,sharpe_acct,max_dd_acct,profit_factor_acct,total_return_acct,cagr_acct,equity_final
H4,5,4.0,none,0,both,0.0,377,17.463443246670895,-0.014937642222847823,0.4088552754952266,0.9896500204757798,0.34748010610079577,-0.00010108436372620811,0.04272747079215906,0.13910640882345893,1.0315898325833717,0.02032889824955908,0.0009326686828985409,10203.288982495602
H4,5,4.0,none,0,both,1.0,377,17.463443246670895,-0.014937642222847823,0.4088552754952266,0.9896500204757798,0.34748010610079577,-0.00010108436372620811,0.04272747079215906,0.13910640882345893,1.0315898325833717,0.02032889824955908,0.0009326686828985409,10203.288982495602
H4,5,4.0,none,0,long,0.0,353,16.370397409852718,0.5685298997868499,0.21816280807884136,1.5627318373661627,0.3909348441926346,0.004775696487592192,0.5604048589126965,0.08724289419975206,1.5757256868985812,0.9338914859180385,0.03105849996745902,19338.914859180426
H4,5,4.0,none,0,long,1.0,353,16.370397409852718,0.5685298997868499,0.21816280807884136,1.5627318373661627,0.3909348441926346,0.004775696487592192,0.5604048589126965,0.08724289419975206,1.5757256868985812,0.9338914859180385,0.03105849996745902,19338.914859180426
H4,5,4.0,none,0,short,0.0,354,16.398034242232086,-0.3141684959489683,0.5733755234790594,0.8104733050319942,0.3502824858757062,-0.001912619547021041,-0.4298321320121047,0.2976924833410549,0.75389077407436,-0.27283904072079623,-0.014650200749517395,7271.609592792044
H4,5,4.0,none,0,short,1.0,354,16.398034242232086,-0.3141684959489683,0.5733755234790594,0.8104733050319942,0.3502824858757062,-0.001912619547021041,-0.4298321320121047,0.2976924833410549,0.75389077407436,-0.27283904072079623,-0.014650200749517395,7271.609592792044
H4,5,4.0,D1,20,both,0.0,164,7.709266409266409,0.20625606353664616,0.20811504508585155,1.2424725777209082,0.3719512195121951,0.00208717833574298,0.23074183078229277,0.06388416300758137,1.2993888968263583,0.16140526062528182,0.007058593775612243,11614.052606252828
H4,5,4.0,D1,20,both,1.0,164,7.709266409266409,0.20625606353664616,0.20811504508585155,1.2424725777209082,0.3719512195121951,0.00208717833574298,0.23074183078229277,0.06388416300758137,1.2993888968263583,0.16140526062528182,0.007058593775612243,11614.052606252828
H4,5,4.0,D1,20,long,0.0,108,5.076833976833976,0.2773050632092799,0.1724353764787646,1.455703234928,0.4074074074074074,0.003402773499205658,0.3366304571320218,0.049151076629118995,1.6617957461913968,0.20754695667575507,0.008904645545456225,12075.469566757565
H4,5,4.0,D1,20,long,1.0,108,5.076833976833976,0.2773050632092799,0.1724353764787646,1.455703234928,0.4074074074074074,0.003402773499205658,0.3366304571320218,0.049151076629118995,1.6617957461913968,0.20754695667575507,0.008904645545456225,12075.469566757565
