datetime,wma_9,wma_20,wma_55,hma_21,hma_55,stoch_k_14_3_3,stoch_d_14_3_3,atr_14
2024-06-27 05:00:00+00:00,2298.654666666667,2300.6256190476192,2310.867779220779,2295.7502672438673,2296.7289233319593,20.919635459818007,20.16399069144492,4.532067477750261
2024-06-27 06:00:00+00:00,2298.6664444444446,2300.1460476190477,2310.215246753247,2296.2697754689752,2295.9768617295404,23.413461753208264,21.302048670648762,4.334776943625242
2024-06-27 07:00:00+00:00,2299.045777777778,2299.896857142857,2309.6381103896106,2296.9083873015875,2295.368546485261,37.39273420248153,27.24194380516924,4.194435733366288
2024-06-27 08:00:00+00:00,2298.802,2299.4418571428573,2308.9775779220777,2297.354525252525,2294.8114374441698,36.26329420434644,32.356496720012046,4.1634046095544255
2024-06-27 09:00:00+00:00,2299.3211111111113,2299.4246190476188,2308.471019480519,2297.9859503607504,2294.399522753041,49.25589332763008,40.97064057815266,4.3567328517291015
2024-06-27 10:00:00+00:00,2299.9891111111115,2299.583904761905,2308.025285714286,2298.8037206349204,2294.149028267368,57.75726206773239,47.75881653323628,4.226966219462734
2024-06-27 11:00:00+00:00,2301.62,2300.2734761904762,2307.7868636363633,2300.1776888888894,2294.182774178864,82.28316056976978,63.09877198837739,4.378611489501104
2024-06-27 12:00:00+00:00,2304.0442222222223,2301.464095238095,2307.7417467532464,2302.3202891774895,2294.5859157046657,90.49018807643283,76.84353690464498,4.5229963831081745
2024-06-27 13:00:00+00:00,2306.6806666666666,2302.887619047619,2307.7997467532473,2305.123370274171,2295.3554906892055,94.93636210300612,89.2365702497362,4.429925212886148
2024-06-27 14:00:00+00:00,2309.3095555555556,2304.401,2307.932188311688,2308.3342949494954,2296.4676526575277,95.86212105685566,93.76289041209817,4.432073411965711
2024-06-27 15:00:00+00:00,2312.6968888888887,2306.3703333333333,2308.2768311688305,2312.1068109668113,2298.000366067134,94.94291816952483,95.24713377646218,4.794068168253874
2024-06-27 16:00:00+00:00,2315.6402222222223,2308.272,2308.6376558441552,2316.008691486292,2299.85142940459,92.94075599823175,94.58193174153739,4.835206156235732
2024-06-27 17:00:00+00:00,2319.2215555555554,2310.6061904761905,2309.2054870129873,2320.200214141414,2302.076091312788,92.49099596180464,93.45822337652038,5.062691430790354
2024-06-27 18:00:00+00:00,2321.8144444444442,2312.673476190476,2309.7189220779223,2324.1635047619047,2304.5071238662135,92.37634474711228,92.60269890238287,5.123927757162477
2024-06-27 19:00:00+00:00,2323.413111111111,2314.409238095238,2310.159025974026,2327.4019145743146,2307.0004318525394,89.7801233763222,91.54915469507968,5.066504345936598
2024-06-27 20:00:00+00:00,2324.5775555555556,2316.055428571429,2310.6129350649353,2329.811733333333,2309.5073573833574,86.63563184948184,89.59736665763876,4.973182606941142
2024-06-27 21:00:00+00:00,2325.422,2317.6099999999997,2311.084655844156,2331.4094845598843,2311.9711226723016,85.45242944428325,87.28939489002907,4.900098135016795
2024-06-27 22:00:00+00:00,2325.911777777778,2319.007095238095,2311.551850649351,2332.20948051948,2314.328630900846,86.01493550577091,86.03433226651198,4.700805411087001
2024-06-27 23:00:00+00:00,2326.4395555555557,2320.4058095238097,2312.075051948051,2332.5324658008662,2316.592611798255,87.17131975359108,86.21289490121505,4.579319310295072
2024-06-28 01:00:00+00:00,2326.618222222222,2321.6129047619047,2312.578902597403,2332.446416738817,2318.721317460317,86.96846392514176,86.71823972816789,4.409367930988268
