n,ic,ic_p,spread_usd_per_oz,spread_atr,nw_t,monotonicity,net_usd_per_oz,pays_costs,decile_means_usd,timeframe,feature,horizon,fdr_significant,skipped
1443444,-0.0012350096291575071,0.13786675956303376,0.015266626821485246,-0.023204147431563252,-0.5588118423969914,0.35757575757575755,-0.27473337317851476,False,"[0.04538054416697725, -0.004503827716963391, 0.021283138587697554, -0.02417354280297723, 0.007341232631489184, -0.018816623495352756, 0.0003984806734970504, 0.011860147285314043, 0.1170581871708019, 0.0606471709884625]",M5,hour,6,False,
1443444,,,,,,,,,,M5,dow,6,,insufficient data
1443437,-0.013450225090787981,9.619053015874224e-59,-0.05989719004600122,-0.02436158455872294,-2.2505791459682136,-0.5272727272727272,-0.3498971900460013,False,"[0.07420703319847022, 0.02203943357534804, 0.04046250943932165, 0.04518081804577908, 0.039540120250038446, 0.051740142509373824, 0.026241547968741067, 0.027837234919601207, 0.03342847641744729, 0.014309843152468995]",M5,ret_1,12,True,
1443435,-0.021203798362181645,3.4805028628474563e-143,-0.04620621570692257,-0.03749700162624231,-1.3780843137581151,-0.8545454545454544,-0.3362062157069226,False,"[0.07682009643629104, 0.045758713619642, 0.05545045169872017, 0.03849393458636671, 0.03613468524711574, 0.02172448727070256, 0.02629943952945415, 0.020398561769107156, 0.01911086786335326, 0.030613880729368468]",M5,ret_3,12,True,
1443432,-0.026184118878398933,2.724170651113763e-217,-0.04792966801529626,-0.04927778642199017,-1.4285256518735532,-0.6606060606060605,-0.3379296680152963,False,"[0.08322368785678627, 0.06300825117948239, 0.03460749741934183, 0.030111054917799546, 0.04468428869220074, 0.026264644525131664, 0.02863831290744962, 0.009201416071440737, 0.016541224721669426, 0.03529401984149001]",M5,ret_6,12,True,
1443426,-0.03207554563638441,0.0,-0.05933921284717568,-0.0801603927390986,-1.2725472184531263,-0.6606060606060605,-0.34933921284717573,False,"[0.10635978190837082, 0.08189846407515408, 0.047283465657951745, 0.022569158185710432, 0.029095343004807914, 0.022455539929196442, 0.03145044408418867, -0.005907525823905763, -0.009900306217178736, 0.047020569061195144]",M5,ret_12,12,True,
1443414,-0.03206347576553709,0.0,-0.08330285017527769,-0.09657326660284823,-1.6745647248622526,-0.4666666666666666,-0.37330285017527776,False,"[0.12862229981571527, 0.0775167831731802, 0.021716837211880585, 0.019980740186501426, 0.008078092849571231, 0.02618355145107771, 0.019928018179046828, 0.009583209205977194, 0.015423892033448855, 0.04531944964043757]",M5,ret_24,12,True,
1443438,-0.013449652781745603,9.726072205422796e-59,0.13590027988693718,0.07642826458637654,2.800764985740427,0.8666666666666665,-0.15409972011306286,False,"[-0.020646441833398064, 0.029441611705370335, 0.005349581555174019, -0.0027981266843562125, 0.007259463503852202, 0.024671617801917248, 0.041626888730316114, 0.07839383694507558, 0.09374404201075198, 0.1152538380535391]",M5,intraday_ret,12,True,
1409244,-0.013022504751479402,6.473573269623478e-54,-0.028055200508625887,-0.004154070193813447,-1.402193023155496,-0.8303030303030302,-0.3180552005086259,False,"[0.055434160948576706, 0.05156933426053367, 0.036646394745743424, 0.04666202404165515, 0.03373503138580362, 0.039950740177916465, 0.036796558740082114, 0.01792194974353045, 0.028573091445929746, 0.02737896043995082]",M5,body_ratio,12,True,
1409244,-0.00436396805116732,2.212259301692847e-07,0.0026645403892656613,-0.022838945168869397,-1.3305650293713385,0.0,-0.28733545961073437,False,"[0.038715203122228356, 0.03289137561557103, 0.042160837524027175, 0.056924053685942215, 0.01998700422540234, 0.027632755293182893, 0.040499244214515444, 0.034893505314091605, 0.04137974351149402]",M5,upper_wick,12,True,
1409244,0.0007418882421486737,0.3784766337147381,0.00889181411570674,-0.0004097375471277531,-0.898555852929946,-0.3,-0.2811081858842933,False,"[0.0307753139856667, 0.05236308805790157, 0.04492764417961275, 0.0423688053331453, 0.03417583045328614, 0.03857485420775532, 0.03428909094780799, 0.025854110070008134, 0.03966712810137344]",M5,lower_wick,12,False,
1409244,-0.008963813654404391,1.9146119091509158e-26,0.01896902871494127,0.04618083148064495,1.2079580936157222,-0.28484848484848485,-0.27103097128505876,False,"[0.029238845144356988, 0.06588363063338047, 0.047333238727073124, 0.05463936473693902, 0.030492924578040852, 0.03914592480642871, 0.025372987090409683, 0.03184070846697497, 0.0017552349798122143, 0.048207873859298256]",M5,close_pos,12,True,
1443343,-0.0011031328557917321,0.18507353766118137,0.022340388679114684,0.013447766736856173,0.6202754610129148,0.2606060606060606,-0.26765961132088534,False,"[0.07817258461218696, 0.021226252996521762, 0.01967679133121762, 0.01017764352127705, 0.028754517757800177, 0.010043373304810262, 0.012767608463701768, 0.029885612537586603, 0.055561198331647806, 0.10051297329130164]",M5,signed_vol,12,False,
1443343,-0.005057411750685539,1.2324186335264377e-09,-0.13118855440468347,-0.1084391912401349,-2.944816139142609,-0.6121212121212121,-0.4211885544046835,False,"[0.17296442304361392, 0.046494727507032284, 0.03419547715714948, 0.03363386312303371, 0.01309377489867353, 0.03052302298834648, -0.009161181703548724, 0.011233319938475836, -0.0024746075075866673, 0.041775868638930444]",M5,vol_z,12,True,
1443438,-0.001310635132878178,0.11534006383105752,-0.0946191043618025,-0.12740111510435606,-1.2265071147485154,-0.4545454545454545,-0.3846191043618025,False,"[0.08207081693731656, 0.027223161336806467, 0.041728717508174896, 0.02117303921908208, 0.05405745995677008, 0.06389735631546838, 0.06480064845541533, 0.0007026270575843789, 0.029191099041179825, -0.012548287424485941]",M5,atr_pct,12,False,
1443343,-0.009491353338172921,4.035651784723441e-30,-0.0059194235632382824,-0.1111864599999052,-0.14474172789983777,-0.5030303030303029,-0.2959194235632383,False,"[0.08795482731146306, 0.09659013122341245, 0.04144318040101433, 0.069559078249061, 0.008656597498874164, 0.014134438178114604, -0.021613479845359093, -0.023082364515637204, 0.016601216622556106, 0.08203540374822478]",M5,atr_ratio,12,True,
1290554,0.002123343555231247,0.015857760947839184,0.0014733321067223679,-0.016931449287610492,0.047056249677226894,0.23636363636363633,-0.2885266678932777,False,"[0.055587091275375325, 0.027629541809052693, 0.04030320406028421, 0.02918093629418444, 0.017972197038379944, 0.03099253794952561, 0.06246203198611451, 0.02741102630661288, 0.0467219402580293, 0.05706042338209769]",M5,range_expansion,12,True,
1443331,-0.004059564703510719,1.0764344603146105e-06,0.04463692206461185,-0.07580777047332107,1.1433402176504883,-0.35757575757575755,-0.2453630779353882,False,"[0.06087235162886109, 0.06336922256171457, 0.02898450111894028, 0.03228270735036362, 0.053052940076073876, 0.012386702971600421, 0.005140958755100986, 0.01595421698433481, -0.005175531583213943, 0.10550927369347295]",M5,rv_ratio,12,True,
1443438,-0.021128915226976595,3.442917272870315e-142,0.052374951504739184,0.007600377428077079,1.2429599713109463,0.4545454545454545,-0.23762504849526084,False,"[0.03902302832123235, 0.0657094856731142, -0.026600967134068416, -0.008043202649245044, 0.004899684088011556, 0.033058873247243, 0.05558184324837343, 0.06425483567034336, 0.05301481183838586, 0.09139797982597153]",M5,dist_vwap,12,True,
1443336,-0.015797089474194528,2.5140598221053877e-80,0.09321483503540409,0.06344595112068913,2.374286729124332,0.5151515151515151,-0.19678516496459594,False,"[0.0243591253620076, 0.014560741058932744, 0.017501818710897794, -0.00509658154003926, 0.009750715359619513, 0.032727493175551445, -0.007405167217476706, 0.08786231934263611, 0.08048325746710741, 0.11757396039741169]",M5,dist_pdh,12,True,
1443336,-0.007659885497244291,3.492916470301992e-20,0.10673909127440522,0.13208190905650136,2.513918446708204,0.8060606060606059,-0.1832609087255948,False,"[-0.029655382654121695, 0.04538216913547721, -0.040726445095716046, 0.013828204026771542, 0.03608294707378054, 0.03578727119043315, 0.04611530280670394, 0.09066671747474615, 0.09775345901491701, 0.07708370862028352]",M5,dist_pdl,12,True,
1443251,0.0030114986279261703,0.0002970255310393482,0.03451030957614497,0.0156143485578654,1.2327364706358674,0.6484848484848483,-0.25548969042385505,False,"[0.0234765256914803, 0.018348670862848807, 0.033269685435169935, 0.039601466094824574, 0.015215595789940396, 0.03204977551133564, 0.04489312315953556, 0.03081466818018196, 0.07668060844413972, 0.05798683526762527]",M5,efficiency_ratio,12,True,
1443438,-0.015597896504703963,2.2957879444868104e-78,-0.01676151347676863,-0.023759039717876317,-2.823347641205853,-0.3571428571428572,-0.30676151347676867,False,"[0.060364840714099394, 0.03442953501326409, 0.023026531697057526, 0.0308264243182568, 0.029710390424889557, 0.013935541026153542, 0.04360332723733076]",M5,streak,12,True,
1443438,-0.003424099067956815,3.891489509097361e-05,0.02132769538002703,-0.05937267436403908,-0.7022395105285049,0.32121212121212117,-0.268672304619973,False,"[0.08699723124434247, 0.007098964171297507, 0.026666069048305638, -0.04626383644378137, 0.03846668888182805, -0.058136522931586124, 0.007227761962032078, 0.02558448931103911, 0.23534658118521298, 0.1083249266243695]",M5,hour,12,True,
1443438,,,,,,,,,,M5,dow,12,,insufficient data
492961,-0.03418768928065469,2.1583179861275628e-127,-0.04541642788255278,-0.009299589787747652,-3.4820989089897565,-0.8787878787878788,-0.3354164278825528,False,"[0.04177110168975785, 0.023374107432651867, 0.015257221681273244, 0.0024588201882498883, 0.007894503860047078, 0.004361050432139475, 0.002935532294709544, -0.00829073352807489, -0.006880679974034795, -0.003645326192794931]",M15,ret_1,1,True,
492959,-0.034502240379153316,1.0353278263294117e-129,-0.022495334307043417,-0.0024754143780203915,-1.663729499787432,-0.5515151515151515,-0.31249533430704346,False,"[0.03254401979876658, 0.017816455696202382, 0.010979592664719515, -0.010998661148977467, 0.008218179663426958, 0.010783103642391023, 0.0007674050632910801, 0.008298239208049764, -0.008642486205777225, 0.010048685491723164]",M15,ret_3,1,True,
492956,-0.03348172306718285,2.9107170268037204e-122,-0.04126217137293121,-0.01615640587316991,-2.369514361137237,-0.33333333333333326,-0.33126217137293124,False,"[0.047295520934761255, 0.019317388834794176, 0.0026442844101834426, -0.005168370658877181, -0.0017711735470127155, -0.0021646786757547986, 0.01723318795009704, -0.0017664719246997633, -0.0018975555330154282, 0.00603334956183005]",M15,ret_6,1,True,
492950,-0.02793859615642125,1.0522032280281649e-85,-0.03202758900497024,-0.009731274670206125,-1.8831992859067384,-0.34545454545454546,-0.3220275890049703,False,"[0.036906785678060716, 0.022596003651485962, -0.003355309869154871, 0.008211177604219811, -0.010036109138858433, -0.004604118064712748, 0.018776752206106213, 0.00037711735470130956, 0.005995131352064301, 0.004879196673090472]",M15,ret_12,1,True,
492938,-0.020063760170231655,4.49768799389754e-45,-0.009225260680813158,-0.0018571887858437443,-0.7615463633594362,0.07878787878787878,-0.2992252606808132,False,"[0.020660932364993546, 0.007462571509717391, 0.011556376029537038, -0.007689327084981188, -0.0080299833651161, 0.001715624619629618, 0.016378187572271906, 0.005174666287986548, 0.02108370187041005, 0.011435671684180387]",M15,ret_24,1,True,
492962,-0.015560852628554564,8.648290718164096e-28,0.017299835689798704,0.006632365562845745,1.4089564921520976,0.6363636363636362,-0.27270016431020133,False,"[-0.004939245795890372, 0.013995253164557046, 0.001327693930542261, -0.013788542680948018, -0.00020204479065228024, 0.010706345342421068, 0.014968354430380127, 0.019665287244401093, 0.025647111327491024, 0.012360589893908331]",M15,intraday_ret,1,True,
487771,-0.03129057022101504,6.408022774904685e-106,-0.04752652994939618,-0.006067474724443447,-4.3540206537450645,-0.8545454545454544,-0.3375265299493962,False,"[0.0401285310155381, 0.03057859881491839, 0.016965764657646595, -0.001132570631893309, 0.005623842214231062, -0.0019777840534692527, 0.004347300233692938, 0.00035307143442869386, -0.00829868798687935, -0.0073979989338580745]",M15,body_ratio,1,True,
487771,-0.001999009781391574,0.16267886579507035,-0.002207211133000554,-0.005020374821963571,-0.6225176894859742,-0.2333333333333333,-0.2922072111330006,False,"[0.005436112961918941, 0.014000966125234562, 0.002972572120908411, 0.013933001209586342, 0.01287966379663825, -0.00261084349697682, 0.011855185990239192, 0.012837317043170855, 0.0032289018289183872]",M15,upper_wick,1,False,
487771,-0.0004739682246909149,0.7406282891360272,-0.017565410865352366,0.0012017004721031625,-1.9842325471362767,-0.5,-0.3075654108653524,False,"[0.007270928790348085, 0.028179674846751213, 0.01178211935464062, 0.018503741670938316, 0.008743003587903702, -0.004198864451595702, -0.00012590481268084347, 0.012874821901078979, -0.010294482075004281]",M15,lower_wick,1,False,
487771,-0.026305904844251427,2.0702429904098982e-75,-0.028170081557813583,0.008792337015945015,-2.866910715637266,-0.8303030303030302,-0.3181700815578136,False,"[0.01793185452458098, 0.03161251306861268, 0.035081089947307166, 0.004775415650177509, 0.0020482223130356535, 0.018876325960036043, -0.004738947584367358, -0.0026205794369545047, -0.01251969311561515, -0.010238227033232603]",M15,close_pos,1,True,
492867,-0.009334201790006918,5.633413702739972e-11,-0.008303406577800834,0.005312939214236718,-0.4488700209663419,-0.11515151515151514,-0.29830340657780086,False,"[0.031379268366912856, 0.0119556881124853, -0.0023487400073043513, 0.009203035283137373, -0.0002601979730534749, -0.0011254838052547175, 0.004794570576419711, -0.000226636367325692, 0.003146468642846443, 0.023075861789112022]",M15,signed_vol,1,True,
492867,0.000556339276870773,0.6961120175816329,-0.03271471179012684,-0.01040364879489181,-1.8534823806183185,-0.32121212121212117,-0.3227147117901269,False,"[0.04328605920425256, 0.016067725769473306, 0.0005307795317131693, 0.00377503195568734, 0.0061241300951569155, -0.009414438177170113, 0.005206038103353428, 0.0023290589619774406, 0.0012938503053541185, 0.010571347414125723]",M15,vol_z,1,False,
492962,0.003080663011906322,0.030543353395154377,-0.013431446132624668,-0.005683927242776071,-0.9088431743075549,-0.05454545454545454,-0.3034314461326247,False,"[0.0022204190924396327, 0.01832968192145423, 0.006348993833171026, 0.014706467056150712, 0.004471965271015616, 0.0074466488153198535, 0.008453829925348686, 0.015848953261928207, 0.01312520285621548, -0.011211027040185034]",M15,atr_pct,1,True,
492867,0.002341075814481486,0.10027159741248635,0.0011899689573314281,-0.0006772777255797694,0.09933802929570554,0.09090909090909088,-0.2888100310426686,False,"[0.004790715604520547, 0.011157708929332507, 0.004178062735868145, 0.007796173433156521, 0.01756629537200506, 0.002551840279186327, 0.007335605737821422, 0.008028649109280594, 0.010384279830381335, 0.0059806845618519755]",M15,atr_ratio,1,False,
447675,0.0035468774131245974,0.017636430775640484,0.0008544049320934402,0.0014718094908083984,0.06509999488224696,0.12727272727272726,-0.2891455950679066,False,"[0.015619639027877923, 0.014230348247592858, 5.739938357076761e-05, 0.009465606219700122, 0.014162571479627389, -0.01242589407375935, -0.004922152478388127, 0.0016900464617585886, 0.02349185784171374, 0.016474043959971364]",M15,range_expansion,1,True,
492855,0.0017604886098811798,0.21648652695277398,-0.00734934869942756,-0.011492758562314753,-0.4506806759461251,0.18787878787878787,-0.2973493486994276,False,"[0.027723897252769324, -0.0004956883433086948, -0.00126141297731618, 0.005921477122856721, 0.010565069188004404, 0.00881606979811308, -0.01408927665618313, 0.00774662175871432, 0.014460180582327143, 0.020374548553341764]",M15,rv_ratio,1,False,
492962,-0.023773291377260503,1.4531010521299554e-62,-0.004321155445564854,-0.003205036003321126,-0.33331640936505097,0.05454545454545454,-0.29432115544556486,False,"[0.019932653102622808, 0.017323312236287296, -0.002314589419019865, -0.008616317753976203, -0.017188209996754685, 0.010926850048685618, 0.017353132099967566, 0.02098831548198639, 0.005723588120740501, 0.015611497657057953]",M15,dist_vwap,1,True,
492919,-0.01354754379229319,1.8721559863582215e-21,0.0094325651221293,0.009116372649862666,0.8385610595137989,0.4545454545454545,-0.2805674348778707,False,"[0.005279152803700315, -0.0006319483891907841, 0.005244055830560816, 0.012113730422786224, 0.0043962509129272, 0.0001107707289365495, -0.0008682950580215478, 0.015267791933782159, 0.024114055019070223, 0.014711717925829615]",M15,dist_pdh,1,True,
492919,-0.010624645815751177,8.680980247843444e-14,0.016484419378398084,0.013609305002006338,1.4195732097872196,0.6848484848484848,-0.273515580621602,False,"[-0.0058433417187372435, 0.0007997240931587347, -0.006134666883063729, 0.020200032459628453, 0.004057250669479657, 0.004389239414903105, 0.015335145662582221, 0.011843706889555933, 0.024449200681652423, 0.01064107765966084]",M15,dist_pdl,1,True,
492928,0.0049523787348724445,0.0005070204941842118,0.0326783908104256,0.012667459494535164,2.040740828569475,0.8787878787878788,-0.2573216091895744,False,"[-0.016009086852460493, -0.00289201363525724, 0.01126224818939787, 0.006168546620141868, 0.0036645433521313915, 0.007830073845654617, 0.013804674186480981, 0.02303714523360391, 0.016205140689347343, 0.016669303957965113]",M15,efficiency_ratio,1,True,
492962,-0.031951636676019204,1.627272482724157e-111,-0.06436052227795046,-0.02711820980236237,-5.218154129922596,-0.8571428571428572,-0.3543605222779505,False,"[0.044452446388092016, 0.0062710011604244255, 0.014234217051306683, 0.008476261127596458, -0.0036708790291155023, 0.00552817430503336, -0.0005554371002129306, -0.019908075889858445]",M15,streak,1,True,
492962,-0.0014429776390358453,0.31099776748788815,-0.004154118684964205,-0.00856680113658489,-1.5198321626581275,0.24848484848484845,-0.2941541186849642,False,"[0.023482022419647582, -0.00301490043169478, 0.01289367274732321, -0.009911345082780148, -0.0025842234064450908, -0.009954356657081517, 0.0008703095042454095, 0.008176220905825803, 0.0460131787429893, 0.019327903734683377]",M15,hour,1,False,
492962,,,,,,,,,,M15,dow,1,,insufficient data
492959,-0.025567574890319706,4.4535393410801256e-72,-0.04145731905225588,-0.005891241158995687,-1.665343181410052,-0.8666666666666665,-0.3314573190522559,False,"[0.055029211295034214, 0.03851732392080554, 0.04979328951639077, 0.026080412203829378, 0.029622310756972477, 0.01162622281318286, 0.021936871145731823, -0.011932814021421973, 0.002243184031158351, 0.013571892242778336]",M15,ret_1,3,True,
492957,-0.03162000117003439,2.993163671183299e-109,-0.04286088120740006,-0.017329544195219905,-1.3559647941489683,-0.8303030303030302,-0.3328608812074001,False,"[0.06444904251866242, 0.04470666991236629, 0.0416423572370432, 0.02257830249918958, 0.04148734864795385, 0.010790384455007358, -0.00947683382018852, 0.01726239983771213, -0.016736652061019427, 0.02158816131126236]",M15,ret_3,3,True,
492954,-0.03482237539830623,4.304111386719254e-132,-0.08176140051931104,-0.02655656063619581,-1.831452564874234,-0.7696969696969697,-0.37176140051931106,False,"[0.10383053391755859, 0.0449100314433512, 0.023828785880921056, 0.013760548523206862, 0.02347580890556829, 0.01745694289481705, 0.012364086335605531, -0.0033599756567596574, -0.019211481894715984, 0.022069133398247554]",M15,ret_6,3,True,
492948,-0.02875702669335211,1.0941374827941484e-90,-0.03625154681002133,-0.003261041328697468,-0.9398146603767715,-0.4545454545454545,-0.3262515468100214,False,"[0.057783345166852525, 0.07455867735064377, 0.01946850593366485, 0.034082849839737, -0.021953544984278008, -0.004749568921796813, 0.03841542581247127, 0.006429658180342807, 0.01354559285931682, 0.021531798356831194]",M15,ret_12,3,True,
492936,-0.020469887538998637,7.61658590623199e-47,0.009073518075222359,0.009981733623908178,0.29513675274872303,0.1515151515151515,-0.28092648192477765,False,"[0.03063841441148997, 0.04525682638860738, 0.02241758464690699, -0.006986651519454866, -0.014304059399914637, 0.01686168702073295, 0.022419207595398935, 0.020643486022639716, 0.062445377639827264, 0.03971193248671233]",M15,ret_24,3,True,
492960,-0.014709284437537423,5.260051124590191e-25,0.07662650113599462,0.0336318266466666,2.366422626992698,0.8545454545454544,-0.21337349886400542,False,"[-0.01673989776046745, 0.02705736773774757, -0.003241033755274372, -0.012544425511197667, -0.0014642161635830702, 0.026459753326841876, 0.034690644271340235, 0.052463688737423124, 0.07253590555014633, 0.05988660337552716]",M15,intraday_ret,3,True,
487769,-0.02414213638548468,8.36452019267717e-64,-0.043124078868280125,-0.004525307905646071,-2.199225059670103,-0.9393939393939393,-0.33312407886828016,False,"[0.04952215981304614, 0.06698659066677613, 0.038276137761377046, 0.022786525607906213, 0.0202996676413434, 0.008366986726913786, 0.014527489647820411, 0.003253301074386847, 0.007713407134070721, 0.006398080944766017]",M15,body_ratio,3,True,
487769,-0.00483313801329089,0.0007368251310310484,-0.015065670829106339,-0.01697909215808751,-2.0860521973610813,-0.31666666666666665,-0.30506567082910635,False,"[0.033420464563216366, 0.026004669605297723, 0.01909214346890615, 0.027298111814994475, 0.016726732267322564, 0.010158248606099965, 0.013731493253496162, 0.041330613750973896, 0.018354793734110027]",M15,upper_wick,3,True,
487769,0.0005054604420081075,0.7240771794662055,-0.012570967639120497,-0.0029204814254010832,-1.4773250480748958,-0.5166666666666667,-0.30257096763912056,False,"[0.023111206781676403, 0.04820058634192368, 0.022903298550605716, 0.024976114812916166, 0.04320751235314624, 0.01582795302219811, 0.004118648238526346, 0.023576226338286512, 0.010540239142555906]",M15,lower_wick,3,False,
487769,-0.018763463643143432,3.057954011128489e-39,-0.023307296471698196,0.013734554829724742,-1.3225154284765508,-0.8060606060606059,-0.31330729647169825,False,"[0.03329950591467359, 0.05834303636587255, 0.05932544645603112, 0.025030238422272175, 0.01612313287970714, 0.032799991776822766, -0.0034879474817933387, 0.006262549686513841, 0.002009313202592627, 0.009992209442975391]",M15,close_pos,3,True,
492865,-0.0036729756946776537,0.009920426118018388,0.02674843264958287,0.02727121198228818,0.8129848472920455,-0.06666666666666665,-0.26325156735041716,False,"[0.04121269300221158, 0.03488718905977432, 0.018898492503094024, 0.024701537962099094, -0.007297055748541988, 0.007136563876652341, 0.008889542669317985, 0.012501673869377419, 0.033183256908654944, 0.06796112565179445]",M15,signed_vol,3,True,
492865,-0.001442543257656173,0.3111910563432972,-0.07633797958893779,-0.03083946296977951,-2.1646116555211243,-0.49090909090909085,-0.3663379795889378,False,"[0.09865238298131343, 0.03695309012701392, 0.03741595146793315, 0.005368664529480499, 0.014260961308256024, -0.0034403278821573216, 0.00160451243760862, 0.004944508693976488, 0.021067037292536926, 0.02231440339237564]",M15,vol_z,3,False,
492960,0.00289523798803678,0.04207497287575098,-0.043509615384615424,-0.023675027656100186,-1.0872708064943515,-0.11515151515151514,-0.33350961538461543,False,"[0.013155428432327178, 0.05154130152547861, 0.02453728497241189, 0.04171088932164864, 0.02183240019474153, 0.017932692307692774, 0.013511238234339277, 0.05239431191171714, 0.03284302986043495, -0.030354186952288243]",M15,atr_pct,3,False,
492865,0.0013850778536702993,0.33086013081513266,-0.0223596485888775,-0.014238119790570963,-0.7151696592964405,-0.16363636363636364,-0.31235964858887755,False,"[0.022670278166656354, 0.020657996185529593, 0.019916407977762632, 0.04216410339650191, 0.03645362874591706, 0.010315302519985052, 0.008019924522177, 0.04345811268691564, 0.03517591202369853, 0.0003106295777788525]",M15,atr_ratio,3,False,
447673,0.003159736859214667,0.034504352667663836,-0.004414090421730313,-0.0008777873752665137,-0.1604044603729925,-0.0303030303030303,-0.29441409042173033,False,"[0.05801353645461104, 0.044799294122902594, -0.0038585754807583376, 0.022024530283058938, 0.005688311108132498, -0.013569896796676603, 0.0033075703084858962, 0.030938861214734326, 0.03244242410704366, 0.05359944603288073]",M15,range_expansion,3,True,
492853,0.0003847894403904103,0.7870564420074327,-0.007774215801646757,-0.027616288463718677,-0.23686573098539532,-0.16363636363636364,-0.2977742158016468,False,"[0.05944406119384742, 0.03259003753677687, 0.009375063406715725, 0.017909505934868387, 0.018070243071054697, 0.03329694633255556, -0.01137729532312036, 0.004898447803591133, 0.023298569544486336, 0.05166984539220066]",M15,rv_ratio,3,False,
492960,-0.023284250052208886,4.3280487656845907e-60,0.03395813047711795,0.01280886785513494,1.0380444688204105,0.406060606060606,-0.2560418695228821,False,"[0.026011643946770302, 0.053849805258033005, -0.008002271989613357, -0.014293248945147904, -0.011580858487503946, 0.020912852969815, 0.04349500973709799, 0.04116378610840677, 0.027577896786757625, 0.059969774423888254]",M15,dist_vwap,3,True,
492917,-0.015278840395513055,7.555327266736737e-27,0.06215389921285439,0.04032114119153294,2.1036553989488174,0.6969696969696969,-0.22784610078714565,False,"[0.001505923882171222, 0.011080702750953492, 0.017462822827697094, 0.00809259108983206, 0.022855027184938828, -0.005573837008784372, 0.013668343747463771, 0.054451319713537755, 0.051881846952852514, 0.06365982309502562]",M15,dist_pdh,3,True,
492917,-0.0096560262252613,1.206356032237251e-11,0.057025277935567456,0.044055321829064256,1.844694988080485,0.7575757575757575,-0.2329747220644326,False,"[-0.01784792664123988, 0.02571816927696151, -0.038871193524172426, 0.03114521626227375, 0.003748478454921895, 0.022497616197682223, 0.0519242473423685, 0.039945020389117646, 0.0816467175200846, 0.039177351294327575]",M15,dist_pdl,3,True,
492926,0.007102915091687742,6.135141651800667e-07,0.05903898236804031,0.025861621846454318,1.7587840462851754,0.7454545454545454,-0.23096101763195973,False,"[-0.026826903573891246, -0.005437870302735084, 0.0273314128053231, 0.03250136936279066, 0.023646488416439432, 0.021800328660404742, 0.033266047228759275, 0.042691457204877346, 0.05789255863020306, 0.032212078794149064]",M15,efficiency_ratio,3,True,
492960,-0.027244427195807584,1.3641923678308345e-81,-0.11718777258823895,-0.06525865558428834,-4.0619925682450395,-0.9047619047619048,-0.407187772588239,False,"[0.08137136896164333, 0.028147830474268838, 0.031089627439760903, 0.011560336300692664, 0.016873414399440033, 0.016366808581684645, -0.011992892679459792, -0.03581640362659562]",M15,streak,3,True,
492960,-0.0035032455380081193,0.013906524674729111,-0.01960323982104501,-0.031453861082131426,-1.9245637153518715,0.309090909090909,-0.30960323982104504,False,"[0.06989503387754478, -0.0006299029847280462, 0.020318889858934642, -0.030016327153429407, 0.0033993550305325996, -0.03728216714592143, 0.008006253994339548, 0.02762939813735077, 0.14309851361887316, 0.05029179405649977]",M15,hour,3,True,
492960,,,,,,,,,,M15,dow,3,,insufficient data
492956,-0.019774239148430114,7.812349455906433e-44,-0.05888652223304114,-0.014696048270431826,-1.4867964543710575,-0.8909090909090909,-0.3488865222330412,False,"[0.09016593638429059, 0.06992433463161357, 0.08554985292626059, 0.06156584712755589, 0.059946879150066516, 0.016825434514198618, 0.04669297088954258, 0.011993873742291643, -0.00174804746931781, 0.03127941415124945]",M15,ret_1,6,True,
492954,-0.027480503251562923,5.599710172964111e-83,-0.07904880720545154,-0.025625884659317213,-1.5841209675352084,-0.7818181818181817,-0.3690488072054516,False,"[0.10700523369035958, 0.13342915102951639, 0.05412901917030147, 0.05786635832521921, 0.08577853714421078, 0.020553134708003774, -0.01406787568971139, 0.015211076174054478, -0.011140075058321687, 0.02795642648490803]",M15,ret_3,6,True,
492951,-0.02885298134279841,2.785319762083265e-91,-0.08571061471782887,-0.022640343546921952,-1.338718022207714,-0.709090909090909,-0.3757106147178289,False,"[0.13524748458292732, 0.0991193833045945, 0.07005781519423841, 0.03500334719545642, 0.047557764479156245, 0.045070899685566074, 0.029661020387463335, -0.01614788518105274, -0.016610203874632384, 0.04953686986509844]",M15,ret_6,6,True,
492945,-0.022047622109961737,4.626529714822521e-54,-0.02884876762349116,0.02240471691829674,-0.48031973937554545,-0.35757575757575755,-0.3188487676234912,False,"[0.08077634648544464, 0.13552582464397298, 0.02094431483923257, 0.0638566559824723, -0.0029893498326398053, 0.009996145575526026, 0.055422972369862454, 0.023695709504007043, 0.03930863796811009, 0.05192757886195348]",M15,ret_12,6,True,
492933,-0.01482602184311845,2.237494995631776e-25,0.062132713920558906,0.04778750117601383,1.0981314537180868,0.4787878787878787,-0.22786728607944112,False,"[0.03430762364587942, 0.0372355101129982, 0.043932809932444694, 0.02834905564684622, 0.019830608187608522, 0.03571034426794918, 0.021068711581766396, 0.056991256365001054, 0.1045763090093928, 0.09644033756643833]",M15,ret_24,6,True,
492957,-0.010947062873380313,1.5152003209059647e-14,0.1953136157091857,0.08931780178160938,3.0276426381506787,0.8787878787878788,-0.09468638429081433,False,"[-0.02963648166179828, 0.048603334956182936, -0.02729708895425472, 0.005293532943849152, 0.02551931191171677, 0.0429812354194138, 0.049330777345018166, 0.0964537985596911, 0.10153582440766022, 0.16567713404738743]",M15,intraday_ret,6,True,
